Tweet,Sentiment,
Scottish Government initiative to protect Scotland's place in Europe reported widely in France @le_Parisien #Brexit #Ecosse #l'Europe,0,
Welcome @scotgov being first administration in UK to publish plan on Brexit. UK must protect Scotland's place in Europe.,0,
This week @scotgov will become the first administration in UK to publish plan on options to deal with Brexit #Europe,0,
Planless in London. Brexit has developed into a comedy in Great Britain' reports @SZ #brexitshambles,0,
"Good to see the interest in Scotland from President @JunckerEU and the @EU_Commission, as we try to protect our place in Europe #Brexit ",0,
Sunday Reading: 'Act of Union could be Brexit's first casualty' by @iainmacwhirter via @newsundayherald #Scotland #EU #Brexit,2,
Labour & Tory MPs just voted together on Brexit only hours after they didn't turn up to discuss Scotland's place in Europe @CommonsScotAffs,1,
Thank goodness @NicolaSturgeon is protecting Scotland's interests in Europe while Ruth Davidson backs Tory #Brexit http://www.heraldscotland.com/news/14945166.Sturgeon_accuses_Davidson_of___39_selling_out__39__Scotland_over_Brexit/,0,
Is the UK government still claiming it's listening to Scotland after 62% voted to remain in EU? #Brexit,0,
Very welcome supportive statement from Ireland. Would be nice to now see UK government help protect Scotland's place in Europe #Brexit,0,
"If we are 'equal partners', it's time for UK to take Scottish, Welsh and NI concerns seriously. PM May didn't even attend #BICwales #Brexit ",0,
Good to see govts at British-Irish Council discuss how to protect our place in Europe. Disappointing PM May didn't attend #BICwales #Brexit,0,
Unsustainable that PM May can't even answer basic questions about Brexit such as: whether she wants UK to remain in customs union? #PMQs,0,
"As the damage of Brexit becomes clearer, Labour abstains and gives up the fight #brexitshambles",0,
Asked PM Theresa May which issues highlighted by Scottish Government she raised at EU Council. She couldn't name any! Not one. #Brexit #EU,0,
Does PM Theresa May really think this will persuade people in Scotland she is taking our Brexit concerns seriously? #JMC,0,
Good news the Scottish Government is publishing draft independence referendum bill as UK pursues hard Tory Brexit,0,
Disgracefully 293 MPs opposed this moderate and inclusive motion about EU nationals. Thanks to the 250 who voted for @theSNP motion #Brexit,1,
Impact of hardline Tory Brexit is already changing minds about Scottish independence. Pls retweet and share.,0,
"The UK Govt is planning single-market access for the City of London. So why not Scotland, where 62% of voters chose 'Remain'? #Brexit #EU",0,
Spot the difference between the Scottish Government and Tory Brexit Britain. Anti-foreigner UK agenda and rhetoric totally unacceptable.,0,
"News full of anti-foreigner, anti human rights Brexit Britain. Oh, and Scotland has to lump it. No we don't &amp; won't! http://m.heraldscotland.com/opinion/14779711.Iain_Macwhirter__Perfidy_by_this_Brexit_parcel_of_rogues/",0,
UK Govt now aiming to leave European single market and ignore Scots majority who voted to remain. See impact on Sterling #Brexit,0,
"“In years to come, this will be seen as one of the most disastrous speeches ever made by a prime minister” #Brexit ",2,
Must Read: Brexit is both a problem and an opportunity for Scotland. Opinion piece via @TheScotsman,2,
"While new PM Theresa May is planning Brexit, people across Europe support Scotland's place in the European Union ",0,
"Scots MPs will oppose Trident renewal, just as Scots voters opposed Brexit. Result? Democratic deficit. Conclusion? http://m.heraldscotland.com/politics/14609482.Scots_MPs_line_up_against_Trident_ahead_of_key_vote/",0,
Chairman of German Bundestag Europe Committee says Scotland will be welcome in Europe #Schottland #Brexit http://mobile.reuters.com/article/idUSKCN0ZC0QT,0,
Scotland lead the headlines on German TV news this evening after Brexit majority elsewhere in UK #EURef @tagesschau,2,
Former Labour First Minister Henry McLeish joins growing number of Scots rethinking future after Brexit #EURef,0,
Brexit impact on Scotland is profound. Many people who were not convinced to vote Yes in 2014 now want #indyref2,0,
Schottland: Vor der Brexit-Abstimmung. @rbbinforadio interview mit @theSNP #EUref #Remain #aufdeutsch #inGerman http://www.inforadio.de/programm/schema/sendungen/vis_a_vis/201606/25862.html,2,
Biggest Scotch whisky distiller Diageo won't argue for Scotland remaining in UK in event of #indyref2 after Brexit reports Sunday Times,0,
German ARD TV reports on Scotland and EU referendum: 'Schottlands spezielle Brexit-Haltung' @tagesschau #EUref,2,
